WeatherID,Station,latitude,longitude,Borough,City,State,ZipCode,Temperature_Max,Temperature_Avg,Temperature_M,Dewpot_Max,Dewpot_Avg,Dewpot_M,Humidity_Max,Humidity_Avg,Humidity_M,Wdspeed_Max,Wdspeed_Avg,Wdspeed_M,Pressure_Max,Pressure_M,Precipitation_Total,Level,Weather_Type,Year,Month,Month_Number,Day
5145,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,90.7,79.9,72.3,76.8,71.6,64,95,77,50,4.9,0,0,30.02,29.9,0.39,Level_3,Heavy_Rain,2018,July,7,27
5146,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,88.2,79.4,72.1,73,69.3,64.2,94,73,50,2.7,0,0,29.99,29.88,0,Level_1,Sunny,2018,July,7,28
5147,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,83.3,78.2,72.5,65.7,61.5,57.2,77,57,42,3.6,0,0,30.09,29.96,0,Level_1,Sunny,2018,July,7,29
5148,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,81.9,77.4,72.9,72.5,63,54,84,62,40,3.6,0,0,30.13,30.06,0,Level_1,Sunny,2018,July,7,30
5149,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,83.3,77,72,68.7,65.4,61.5,83,68,51,3.6,0.1,0,30.11,30.06,0,Level_1,Sunny,2018,July,7,31
5150,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,90,82,76.6,80.6,74.2,68.7,92,78,56,6.7,0,0,30.08,29.95,0.05,Level_3,Light_Rain,2018,August,8,1
5151,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,91.8,83.3,77.2,79.2,72.6,69.1,95,71,51,5.6,0,0,30.11,30,0.6,Level_3,Heavy_Rain,2018,August,8,2
5152,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,86.2,79.9,75,81.1,74.7,71.1,96,85,63,6,0,0,30.14,30.07,0.33,Level_3,Heavy_Rain,2018,August,8,3
5153,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,87.1,80.1,73.4,75.7,72.5,66.4,98,79,51,2.5,0,0,30.11,30,0.98,Level_1,Heavy_Rain,2018,August,8,4
5154,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,92.5,84.4,75.6,72.9,68.4,61.7,83,61,38,2.7,0,0,30.15,30.04,0,Level_3,Sunny,2018,August,8,5
5155,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,94.1,86.9,80.1,74.8,70.9,63.3,77,60,38,2,0,0,30.09,29.96,0,Level_3,Sunny,2018,August,8,6
5156,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,91.9,84.9,79,76.8,74.3,71.4,86,71,53,5.8,0,0,29.99,29.85,0.04,Level_3,Light_Rain,2018,August,8,7
5157,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,93.4,84.8,77.5,75.7,72.1,68.7,83,67,47,2,0,0,29.91,29.75,0,Level_3,Sunny,2018,August,8,8
5158,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,90.5,82.8,75.2,79.2,68.5,59.9,96,65,40,4.5,0.1,0,29.84,29.73,0.31,Level_3,Heavy_Rain,2018,August,8,9
5159,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,91.2,82.3,75.2,70,64.7,60.8,70,56,38,2.5,0,0,29.88,29.81,0,Level_3,Sunny,2018,August,8,10
5160,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,82,75.6,71.2,74.7,71.9,66.9,98,89,61,3.4,0,0,29.95,29.84,2.42,Level_1,Heavy_Rain,2018,August,8,11
5161,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,84.6,78.6,74.8,75.2,71.8,66.9,93,81,57,4,0.1,0,30.03,29.91,0,Level_1,Sunny,2018,August,8,12
5162,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,79.2,74.6,72.1,75.2,72.2,70.5,97,92,82,2.5,0,0,30.03,29.84,0.67,Level_1,Heavy_Rain,2018,August,8,13
5163,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,85.1,75.6,72.1,79.7,71.4,64.9,97,88,53,2.9,0,0,29.88,29.78,0.63,Level_1,Heavy_Rain,2018,August,8,14
5164,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,89.2,80,71.6,72,67.4,60.8,92,68,40,4.5,0.1,0,29.95,29.8,0,Level_1,Sunny,2018,August,8,15
5165,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,91.4,84.3,77.4,72.3,68.9,62.4,82,61,42,4.3,0,0,30.06,29.94,0,Level_3,Sunny,2018,August,8,16
5166,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,91.2,84.5,74.7,78.1,73.4,70.5,94,70,55,5.1,0.1,0,30.06,29.88,0.09,Level_3,Light_Rain,2018,August,8,17
5167,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,88.7,78.3,73,75.4,72.6,66.2,98,84,54,4,0.1,0,29.96,29.72,0.63,Level_1,Heavy_Rain,2018,August,8,18
5168,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,73.6,72.1,69.1,68.2,65.5,61.5,91,80,68,3.6,0.1,0,30.07,29.81,0.06,Level_1,Light_Rain,2018,August,8,19
5169,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,75,71.6,68.5,68.4,64.4,60.6,93,78,67,3.4,0,0,30.13,30.04,0.05,Level_1,Light_Rain,2018,August,8,20
5170,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,78.8,74.4,69.4,72.3,65.6,61.2,93,75,56,4,0.1,0,30.13,29.83,0.15,Level_1,Light_Rain,2018,August,8,21
5171,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,84.6,77.1,72.9,73.8,68.3,59.4,98,76,44,4.5,0.1,0,29.84,29.65,0.93,Level_1,Heavy_Rain,2018,August,8,22
5172,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,78.8,73.4,67.3,63.9,55.2,43.2,79,55,30,5.1,0.1,0,30.09,29.76,0.01,Level_1,Light_Rain,2018,August,8,23
5173,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,82.8,75.1,67.6,61.9,56.6,49.6,75,54,34,2,0,0,30.23,30.08,0,Level_1,Sunny,2018,August,8,24
5174,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,81.9,75.2,70,63.9,59.6,48.7,70,59,33,2.9,0,0,30.3,30.18,0,Level_1,Sunny,2018,August,8,25
5175,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,84.2,77.7,70.3,70,65.4,60.4,80,66,52,4.5,0,0,30.2,30,0,Level_1,Sunny,2018,August,8,26
5176,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,90.7,82.3,74.8,74.3,70.6,67.5,88,69,51,1.8,0,0,30.09,29.99,0,Level_3,Sunny,2018,August,8,27
5177,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,95.7,87.7,79.9,76.1,73,64.6,86,64,36,2,0,0,30.04,29.94,0,Level_3,Sunny,2018,August,8,28
5178,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,95,88.5,81.9,76.3,72.8,66,81,61,39,3.6,0,0,30.01,29.88,0,Level_3,Sunny,2018,August,8,29
5179,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,89.2,84.8,81,76.1,69.7,63.9,80,61,49,4,0.1,0,30.11,29.89,0,Level_3,Sunny,2018,August,8,30
5180,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,81.3,76.1,72.3,68.9,66,63.3,85,71,59,3.6,0.1,0,30.27,30.1,0.02,Level_1,Light_Rain,2018,August,8,31
5181,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,79.5,74.5,71.2,65.7,63.4,59.7,78,69,54,3.4,0,0,30.31,30.22,0,Level_1,Sunny,2018,September,9,1
5182,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,82,76.2,70,72.7,68,63.1,89,76,62,1.8,0,0,30.27,30.16,0,Level_1,Sunny,2018,September,9,2
5183,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,91.6,83.1,76.8,77.2,74.6,72.5,91,77,55,2,0,0,30.26,30.14,0,Level_3,Sunny,2018,September,9,3
5184,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,91.4,85.1,79.2,77.4,70.8,65.7,80,63,47,2.5,0,0,30.24,30.14,0,Level_3,Sunny,2018,September,9,4
5185,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,90.3,83.5,80.4,75.6,73.4,68.5,83,72,53,5.1,0,0,30.23,30.13,0,Level_3,Sunny,2018,September,9,5
5186,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,93.4,83.4,75.7,79.3,74.6,70.2,93,76,51,4.9,0,0,30.17,29.99,0.31,Level_3,Heavy_Rain,2018,September,9,6
5187,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,78.6,75.5,71.4,73.6,69.4,66,89,81,73,4.9,0.1,0,30.15,30.07,0,Level_1,Sunny,2018,September,9,7
5188,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,72.3,69.3,62.6,67.5,58.5,51.4,88,70,49,4.9,0.1,0,30.16,30.03,0.02,Level_1,Light_Rain,2018,September,9,8
5189,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,63.5,59.8,57.7,58.8,53.5,45.7,95,80,54,3.6,0.1,0,30.23,30.14,0.5,Level_2,Heavy_Rain,2018,September,9,9
5190,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,64.4,60.6,55,64.2,59.7,52.2,99,97,84,3.6,0.1,0,30.24,30.06,0.24,Level_2,Heavy_Rain,2018,September,9,10
5191,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,75.2,69.1,62.6,72.1,67.1,61.7,99,94,86,2.7,0,0,30.14,30.03,0.05,Level_1,Light_Rain,2018,September,9,11
5192,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,77,74.6,72.9,74.8,73,71.1,97,95,88,2.5,0,0,30.23,30.13,0.38,Level_1,Heavy_Rain,2018,September,9,12
5193,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,77,73.2,70.3,72.1,69.9,68.2,96,89,79,2.5,0,0,30.26,30.18,0.24,Level_1,Heavy_Rain,2018,September,9,13
5194,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,75,72.6,69.8,69.6,67.8,65.3,94,85,76,2.7,0,0,30.23,30.16,0,Level_1,Sunny,2018,September,9,14
5195,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,80.6,74,70,69.6,66.4,63.1,90,77,60,2,0,0,30.21,30.13,0,Level_1,Sunny,2018,September,9,15
5196,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,82.6,75.5,69.6,68.9,66.8,64,91,75,58,0.9,0,0,30.21,30.13,0,Level_1,Sunny,2018,September,9,16
5197,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,80.2,76.1,71.6,73.8,69.9,66,89,81,72,3.4,0,0,30.17,29.88,0,Level_1,Sunny,2018,September,9,17
5198,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,80.6,76,71.4,77.5,73.1,69.3,98,91,83,2,0,0,29.89,29.7,1.54,Level_1,Heavy_Rain,2018,September,9,18
5199,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,81.3,75.4,70.3,71.4,67.2,60.3,93,77,49,4.3,0.1,0,30.04,29.74,0,Level_1,Sunny,2018,September,9,19
5200,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,73.8,69.4,66.2,68.9,60.5,56.8,87,73,60,4,0.1,0,30.24,30.03,0.01,Level_1,Light_Rain,2018,September,9,20
5201,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,74.3,71.7,69.1,68.4,63.6,59.5,82,76,69,4.5,0,0,30.24,29.95,0,Level_1,Sunny,2018,September,9,21
5202,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,74.5,70.9,64.9,71.1,57.4,48.9,90,64,48,4.5,0.1,0,30.19,29.9,0,Level_1,Sunny,2018,September,9,22
5203,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,67.3,64.5,62.1,59.2,54.5,48.9,80,70,57,3.6,0.1,0,30.28,30.16,0,Level_2,Sunny,2018,September,9,23
5204,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,67.6,62.5,59,58.3,54.4,51.1,80,75,61,3.6,0.1,0,30.47,30.27,0,Level_2,Sunny,2018,September,9,24
5205,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,73,66,59.7,72.9,63.8,52.7,99,93,72,4,0,0,30.46,30.08,2.37,Level_2,Heavy_Rain,2018,September,9,25
5206,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,82.2,74.6,72.1,76.5,73.2,70.5,99,96,72,3.6,0,0,30.1,29.82,0.15,Level_1,Light_Rain,2018,September,9,26
5207,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,74.1,66,62.6,71.1,52,47.7,90,61,58,3.6,0.3,0,30.13,29.95,0,Level_1,Sunny,2018,September,9,27
5208,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,66.7,60.6,56.1,60.6,56.2,52.9,93,86,66,28,7.3,0,30.14,29.93,0.78,Level_2,Heavy_Rain,2018,September,9,28
5209,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,74.5,66,58.6,57.6,54.6,49.1,90,68,49,15,4.5,0,30.26,30.12,0,Level_2,Sunny,2018,September,9,29
5210,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,75,68.2,65.3,59,54,47.7,79,61,48,0.9,0,0,30.35,30.23,0.02,Level_1,Light_Rain,2018,September,9,30
5211,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,75.9,70.2,63.5,67.2,63.3,58.6,88,79,69,1.3,0,0,30.3,30.19,0,Level_1,Sunny,2018,October,10,1
5212,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,80.8,73.5,65.3,69.7,66.3,63.2,97,79,65,2,0,0,30.22,29.95,0.72,Level_1,Heavy_Rain,2018,October,10,2
5213,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,75.2,69,64,65.5,61.1,58.1,97,77,57,2.5,0.2,0,30.07,29.96,0.02,Level_1,Light_Rain,2018,October,10,3
5214,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,78.8,70.5,61.9,71,64.7,58.7,93,82,66,1.1,0,0,30.05,29.9,0.08,Level_1,Light_Rain,2018,October,10,4
5215,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,73.2,66,61,68.4,55.7,50.9,85,70,56,2.5,0.2,0,30.18,29.78,0,Level_2,Sunny,2018,October,10,5
5216,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,68.7,66.1,64.4,65,60.9,57.1,91,84,75,1.1,0,0,30.22,30.14,0,Level_2,Sunny,2018,October,10,6
5217,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,81.1,74.1,68.2,71.1,68.7,64.8,93,84,70,1.1,0,0,30.25,30.11,0,Level_1,Sunny,2018,October,10,7
5218,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,76.8,68.1,65.3,70.9,64.4,61.6,94,88,77,2.9,0.1,0,30.42,30.24,0,Level_1,Sunny,2018,October,10,8
5219,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,79.7,73.1,66.7,70.5,68.1,64.9,95,85,70,1.3,0,0,30.38,30.19,0,Level_1,Sunny,2018,October,10,9
5220,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,82.8,75.5,71.6,72.3,70,68,91,83,66,1.1,0,0,30.2,29.9,0,Level_1,Sunny,2018,October,10,10
5221,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,79.7,73.8,70.2,75.7,70.8,69,98,91,80,2,0,0,29.91,29.5,0.89,Level_1,Heavy_Rain,2018,October,10,11
5222,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,71.2,60.4,52.9,69.9,47.8,37.8,96,65,45,4.3,0.5,0,29.79,29.45,0.61,Level_2,Heavy_Rain,2018,October,10,12
5223,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,57.4,52.7,48.2,45.6,41.5,37.2,87,66,51,2.2,0.2,0,30.09,29.74,0.08,Level_1,Light_Rain,2018,October,10,13
5224,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,59,54,49.1,45,42,39.4,76,64,51,1.3,0,0,30.26,30.09,0,Level_1,Sunny,2018,October,10,14
5225,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,68,61,53.2,64.4,56.6,44.1,94,86,69,2.2,0,0,30.21,29.83,0.04,Level_2,Light_Rain,2018,October,10,15
5226,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,64.4,53.7,47.7,59.1,37.9,29.7,87,56,41,4,0.3,0,30.17,29.89,0.03,Level_1,Light_Rain,2018,October,10,16
5227,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,62.2,54,47.8,42.2,38,28.8,74,56,39,4,0.4,0,30.12,29.84,0,Level_1,Sunny,2018,October,10,17
5228,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,51.3,46.9,42.6,33.5,25.8,19,57,44,30,3.6,0.5,0,30.35,30.12,0,Level_1,Sunny,2018,October,10,18
5229,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,60.4,51.4,43.5,46.1,35.6,27,68,55,35,1.3,0,0,30.33,29.89,0,Level_1,Sunny,2018,October,10,19
5230,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,62.4,57.5,53.6,53.4,47.9,41.2,91,72,50,2.7,0.1,0,29.9,29.58,0.04,Level_1,Light_Rain,2018,October,10,20
5231,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,53.6,47,41.2,45.6,32.2,24.4,83,57,42,4.5,0.6,0,30.17,29.57,0,Level_1,Sunny,2018,October,10,21
5232,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,52,46.5,40.3,38.5,32.6,26.9,70,58,50,1.6,0,0,30.25,30.14,0,Level_1,Sunny,2018,October,10,22
5233,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,63.7,55.2,48.4,46,41.1,34.9,73,60,35,2.7,0.1,0,30.17,29.88,0,Level_1,Sunny,2018,October,10,23
5234,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,54.7,50.1,46,38.5,35.1,31.5,67,57,42,4.7,0.5,0,30.17,29.97,0,Level_1,Sunny,2018,October,10,24
5235,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,51.6,46,42.6,35.5,30.9,27.8,67,56,43,4,0.3,0,30.17,30.02,0,Level_1,Sunny,2018,October,10,25
5236,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,51.1,45.6,40.5,39.6,33.5,27.6,69,63,54,2.7,0.1,0,30.14,30,0,Level_1,Sunny,2018,October,10,26
5237,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,51.4,48.5,45.3,50.2,46.3,36.7,97,92,63,3.4,0.3,0,30.02,29.47,2.08,Level_1,Heavy_Snow,2018,October,10,27
5238,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,53.1,49.5,46.2,47.2,44.5,40.8,97,84,64,1.8,0,0,29.81,29.6,0.03,Level_1,Light_Rain,2018,October,10,28
5239,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,57.6,52.5,48.6,49.9,44.3,37.7,91,75,55,2.5,0.2,0,29.96,29.64,0.07,Level_1,Light_Rain,2018,October,10,29
5240,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,56.1,49.1,43.7,38.5,33.1,27.2,76,56,33,2.9,0.2,0,30.13,29.94,0,Level_1,Sunny,2018,October,10,30
5241,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,64.8,55.2,45.9,51,42.1,29,72,62,48,1.3,0,0,30.14,29.9,0,Level_1,Sunny,2018,October,10,31
5242,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,69.6,63.2,56.8,59.3,54.8,50.3,85,75,63,1.8,0,0,29.91,29.75,0,Level_2,Sunny,2018,November,11,1
5243,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,72.3,68.5,65.5,64.8,63.5,59.2,96,84,76,1.6,0.1,0,29.76,29.58,0.1,Level_1,Light_Rain,2018,November,11,2
5244,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,66.7,56.9,50.2,64.7,47.1,33.5,97,72,41,3.8,0.4,0,30.31,29.54,0.44,Level_1,Heavy_Rain,2018,November,11,3
5245,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,55.9,50,45,39.9,34.6,30.4,69,56,39,2,0.1,0,30.54,30.35,0,Level_1,Sunny,2018,November,11,4
5246,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,54.1,51.9,51.1,51.5,46.8,40,96,83,65,2.9,0.1,0,30.48,30.05,0.42,Level_1,Heavy_Rain,2018,November,11,5
5247,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,59.9,55.2,50.5,59.6,54.3,48.6,99,97,93,1.3,0,0,30.05,29.76,0.72,Level_1,Heavy_Rain,2018,November,11,6
5248,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,63,57.1,52,55.5,43.9,35.5,98,63,41,1.8,0.1,0,30.1,29.83,0,Level_1,Sunny,2018,November,11,7
5249,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,57.2,50.6,46.2,35.5,32.6,29.7,60,50,40,2.5,0.2,0,30.35,30.09,0,Level_1,Sunny,2018,November,11,8
5250,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,52.9,49,43.9,50.9,38.8,27.4,97,70,48,2.9,0.2,0,30.35,29.74,1.04,Level_1,Heavy_Rain,2018,November,11,9
5251,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,51.1,43.6,36.3,50,29.5,13.6,97,61,31,4,0.4,0,30.23,29.73,0.04,Level_2,Light_Snow,2018,November,11,10
5252,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,46.6,40.6,34.7,27.8,23.6,20.6,67,51,36,2.5,0.1,0,30.38,30.23,0,Level_2,Sunny,2018,November,11,11
5253,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,50,46.1,37.8,43.5,33,24.6,83,61,40,1.1,0,0,30.44,30.23,0.05,Level_2,Light_Snow,2018,November,11,12
5254,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,49.6,46.8,43.5,49.1,42.2,31.3,98,85,61,2.9,0.3,0,30.26,29.81,1.25,Level_1,Heavy_Snow,2018,November,11,13
5255,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,43.5,37.9,33.1,32.1,18.2,12.8,64,45,34,4.5,0.5,0,30.6,30.12,0,Level_2,Sunny,2018,November,11,14
5256,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,39.9,33.3,29.7,38,22.4,6.2,95,67,34,2.5,0.1,0,30.6,29.71,0.44,Level_2,Heavy_Snow,2018,November,11,15
5257,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,45.1,40.5,34.9,41,35,30.6,97,82,64,4,0.3,0,29.97,29.42,0.87,Level_2,Heavy_Snow,2018,November,11,16
5258,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,48,43.4,37.9,33.9,32.3,30.5,77,65,52,4,0.2,0,30.3,29.96,0,Level_2,Sunny,2018,November,11,17
5259,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,46.2,43.2,40.1,37.2,29.7,25.2,73,59,52,2,0.1,0,30.39,30.18,0,Level_2,Sunny,2018,November,11,18
5260,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,50.5,47.8,44.6,43,40.3,36.6,86,76,68,2,0.1,0,30.19,29.9,0,Level_1,Sunny,2018,November,11,19
5261,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,48.2,45.2,40.8,43.1,36.8,28.8,89,73,53,3.4,0.3,0,30.05,29.83,0,Level_2,Sunny,2018,November,11,20
5262,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,44.6,39.4,28.4,33.1,24.5,8.3,83,55,42,3.8,0.4,0,30.25,29.98,0,Level_2,Sunny,2018,November,11,21
5263,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,28.4,24,18.3,10.4,3.2,-2.6,53,40,29,4,0.7,0,30.6,30.24,0,Level_1,Sunny,2018,November,11,22
5264,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,32,25.4,16.7,13.9,5.9,-0.2,61,44,29,2.5,0.1,0,30.62,30.34,0,Level_1,Sunny,2018,November,11,23
5265,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,48.9,40.6,31.3,48.1,32.9,13.7,97,75,47,2.5,0.1,0,30.35,29.6,1.46,Level_2,Heavy_Snow,2018,November,11,24
5266,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,55.8,50.5,45.3,48.1,42,37.7,97,75,54,2.5,0.1,0,29.95,29.59,1.07,Level_1,Heavy_Rain,2018,November,11,25
5267,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,54,50,45.3,48.9,44.7,38,96,82,65,3.1,0.1,0,29.94,29.33,1.28,Level_1,Heavy_Rain,2018,November,11,26
5268,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,45.5,42.1,37.6,44.4,32.2,26.4,96,69,56,3.8,0.5,0,29.48,29.34,0.02,Level_2,Light_Snow,2018,November,11,27
5269,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,42.1,39.8,37,28.4,26.9,25.5,67,60,53,4.5,0.8,0,29.72,29.43,0,Level_2,Sunny,2018,November,11,28
5270,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,45.7,42.2,39.4,29.7,28.2,26.9,64,57,48,3.8,0.6,0,30.02,29.71,0,Level_2,Sunny,2018,November,11,29
5271,KNYNEWYO343,40.7638,-73.9918,Manhattan,New_York,NY,10018,43.3,40.9,38.5,36.5,31.1,26.7,84,68,58,1.6,0,0,30.11,29.99,0.01,Level_2,Light_Snow,2018,November,11,30
